lsoa,air_quality,house_price,job_accessibility,greenspace_accessibility
E01008162,17.41909736078764,7.537876440835253,4410.0560849207595,419859.9834900081
E01008163,17.31943209505309,7.370181775767672,7992.002226864,500706.94496667734
E01008164,17.00023430450268,7.402364105080885,2373.9488005782355,465797.3010600102
E01008165,17.19354749649608,7.369142900524869,3219.9098406192097,345752.20821999304
E01008166,17.4547559821012,7.520088186515096,12922.868601917959,173323.30055000493
E01008167,17.818088931198997,7.308989880549525,8570.446677618054,377299.2624200161
E01008168,17.743279822421005,7.5427760850320045,12119.597082828797,195206.2982000076
E01008169,17.34722324690954,7.377609104697969,9192.50166259454,541988.510470018
E01008170,18.075003594110264,7.297967428105338,5784.660833334839,481272.0576250147
E01008171,17.536972753784806,7.318717395005189,5629.805119107513,646483.3178100295
E01008172,17.312836345003266,7.824247530899719,1318.8414615557729,37074.1360083393
E01008173,15.830035141267956,7.770827815349138,829.3065102423319,48201.520890011416
E01008174,15.196996239934112,7.840258043552547,1160.7603413014062,80522.08924998473
E01008175,15.057964237159556,7.870026208469163,2029.9208885025298,128589.63909998648
E01008176,16.98317023685326,7.852286105474088,450.0623807058163,47823.91315999422
E01008177,13.801029901685771,7.873230126002912,2692.029576475573,416578.6115499969
E01008178,13.8465363935268,7.802146690141358,2507.855041751972,584493.7105199978
E01008179,13.098987593026223,8.036257670707126,1659.7366226700517,167207.64393751565
E01008180,13.502822610800475,7.810831425023866,2151.7528694741154,237524.45050000952
E01008181,13.988120121292507,7.925747150986919,832.1836716893328,1634927.0259599793
E01008182,13.831674865803366,7.871097848482119,1538.296856146622,489986.13714165956
E01008183,12.54530606173237,7.990437600886933,184.79999999999995,52166.943639994635
E01008184,12.837583091126572,8.060364692406527,650.6,547109.0902499962
E01008185,13.023706627920182,7.940632611188157,743.0,559860.484319995
E01008186,12.620787752464878,7.677347338225938,1271.7350279078526,96937.98284998504
E01008187,12.310333057460369,7.798247527785193,1020.8565868701631,64139.34514999108
E01008188,12.497921674296615,8.009021461045627,348.8,1284485.4595900092
E01008189,14.711908618823747,7.625012116177331,1040.2793194013789,88268.17741999583
E01008190,15.04538497620672,7.830628120481767,935.1282825685063,150343.79950999323
E01008191,14.2976900579402,7.805956145433,925.0767959732403,132526.14570831988
E01008192,18.025287685111213,7.695072734772777,1764.6450481319782,224275.34850999355
E01008193,17.478721331913007,7.783099325388542,2607.93114816311,92058.31257499565
E01008194,17.064506696085388,7.6410522059336206,1630.2108308527884,87953.33485999702
E01008195,12.48017013794564,8.020024834603632,952.1865622564312,57874.45995712727
E01008196,12.32022749552604,7.9902711590405024,435.0,65989.20597857531
E01008197,12.80578002107331,7.903933114318271,788.8239653263281,125902.63056666205
E01008198,12.698116955923497,7.885163974721131,1046.3752346074139,161813.85998000065
E01008199,12.88083008256219,7.8876476266697555,1252.434971003238,165417.20899000028
E01008200,12.565632931275072,7.974239058991001,528.0796979434883,27284.08044000029
E01008201,17.02886867076765,7.252915272867905,6177.482990547608,694669.0571699783
E01008202,16.796359183131592,7.388383410311168,3373.1686250442476,516377.4509999729
E01008203,17.762227229830305,7.2343680315129175,6751.132330883184,553394.8480250072
E01008204,16.880191814840533,7.291781310999109,2795.3106564882873,656816.0359499931
E01008205,18.09592783185474,7.497166054012467,4487.334640384828,560414.8293900038
E01008206,15.682693145193541,7.776921868792642,1985.117875043945,156978.71159999128
E01008207,14.509223824408593,7.766989567689926,1460.0717886864823,158887.68395998568
E01008208,15.645556587842838,7.644363687478535,1661.6009844477176,119503.86937498576
E01008209,18.367215592062085,7.473833454688561,1115.6561934614429,103029.33901426765
E01008210,19.036677118676984,7.436171572624181,484.15661224137637,200702.00647998028
E01008211,18.133195058676378,7.57842760864688,1746.8198408741584,251228.86678331776
E01008212,16.848350911627644,7.456171338431171,2670.822141846426,540618.5011249847
E01008213,16.81903805872505,7.421110256526843,2000.7078794934023,574407.8986200014
E01008214,17.083346383002695,7.612240978305843,3179.031472180162,473620.31875001657
E01008215,17.15895642087911,7.530285742610055,2939.2184786105486,518049.2129750053
E01008216,17.04490246472873,7.506373594843271,2180.1526422640977,563370.0512250104
E01008217,16.061599381888826,7.818625805217718,1595.7730153040666,270395.5284999909
E01008218,15.60784486362615,7.808842658214499,1245.4153070923264,496445.0226666631
E01008219,16.84557431069357,7.391462275411354,4633.494933278793,632033.9541299818
E01008220,16.56480567096036,7.229116484972943,4124.719043215029,765866.2032875028
E01008221,16.98096604077229,7.62664774856864,2968.158363735462,563341.7629749948
E01008222,15.198106312814394,7.88769283386024,2129.236379437063,94422.3892999836
E01008223,15.282223518150586,7.764030898495061,2460.34672311837,90421.74250832353
E01008224,15.171983466505495,7.749123204144605,944.8238837994173,58111.68071665933
E01008225,14.562977946536186,7.734452595483293,1006.3478995409068,186499.6172666553
E01008226,14.008181487900542,7.635504641303487,107.65328819233882,31327.577833336556
E01008227,15.64238495463384,7.577416183019897,922.7335650140205,637028.8872100195
E01008228,16.923971950459386,7.357471527723749,4741.939120077728,705325.9500749648
E01008229,16.760189011407853,7.292879766260059,803.853393512922,863922.2272400238
E01008230,16.623597939570523,7.262447503791077,3840.937659017211,825207.8387249829
E01008231,17.42402787061157,7.471091956221282,1178.2100161162482,680572.1289300356
E01008232,16.583279181413722,7.5152055689333155,607.036753297017,644590.5323400266
E01008233,16.503378884934456,7.479138008418046,471.0214212713424,720135.4270000095
E01008234,18.28658857590364,7.654144048698843,2931.831159684851,241085.20713125012
E01008235,16.906679507711136,7.612048821606675,5105.684973851257,347263.9187299808
E01008236,17.013977017237213,7.486312468504501,7199.788055594824,515755.7329249869
E01008237,18.21089710164488,7.706484940490779,3355.455297351046,522861.86664000124
E01008238,17.636199382157322,7.605740603389156,2856.8242764480674,460066.72111999226
E01008239,18.00068044888224,7.656926175327209,4129.50782867188,479062.6071600153
E01008240,17.95622770666466,7.449544616613258,1506.7895924676677,554881.6084000424
E01008241,17.339694295005625,7.550597098591907,1311.7773468894773,535179.2402333528
E01008242,17.34395960724198,7.298791114418374,1267.5230230586162,357501.287630025
E01008243,17.982292988272267,7.521295619159779,1115.6991688150993,699418.2751250096
E01008244,18.01133128306559,7.465233859405732,1156.5828268305581,846505.911562511
E01008245,13.076449497706502,8.039792948356915,1315.9594399992984,232365.96691000104
E01008246,12.99223870955233,7.90526005049947,1335.8027938086736,194038.00826999822
E01008247,12.964676287494148,7.89661443294309,1273.5760323805796,171818.34916666592
E01008248,13.368855534485226,7.852068379620451,1264.2050822201147,42993.50137999795
E01008249,13.291309520062262,7.872748590140133,1620.2850003506537,370554.27679166367
E01008250,13.177277469616678,7.771464386619373,1198.0306567724951,319410.39088999806
E01008251,18.759822325890493,7.262326512655528,5277.838070857518,558338.5243071731
E01008252,17.12188811486024,7.316670652074847,7187.907757456104,588036.3513416838
E01008253,17.58904746164389,7.173237863867399,5779.905436740002,608986.8256333624
E01008254,18.32834891060646,7.405515125078555,4421.29854757026,583654.6432500307
E01008255,18.39340026954886,7.467218933872057,3295.5266246183237,443428.84434169304
E01008256,16.30211977643485,7.792070260226804,1770.5683016154696,237625.70291666104
E01008257,18.67677983683256,7.537921684535308,4283.31468566633,461607.84239168005
E01008258,18.182544510582282,7.450133635230626,1714.9140777014559,233664.36727221688
E01008259,18.80361394519642,7.5330317896841,2371.930058952301,291362.2158416645
E01008260,19.429856737763153,7.6005604060581025,4207.244914147053,217295.99606999304
E01008261,17.700269539641678,7.600702919858572,1710.9316351208704,313017.2523499889
E01008262,15.333413618170837,7.4816525343454074,2115.226711256735,1937454.9437083083
E01008263,14.304781502635166,7.698119060579802,2126.016136253638,1823409.3237699815
E01008264,15.014514366630598,7.610400365679505,2250.7714694390197,176364.47239999584
E01008265,15.306573748985775,7.536750956151626,2041.632672732872,987128.7305399927
E01008266,14.328263207194288,7.927447336775583,1904.7502498733727,689949.058449998
E01008267,14.725750916348172,7.940643696794498,2039.677746872259,190346.58258999442
E01008268,13.752075161438324,7.788427226173596,1432.6617942464293,120713.34676999324
E01008269,14.25684968728165,7.955541558961737,708.9352645605661,117503.3040299995
E01008270,13.390391478763727,7.799192179845295,1005.2935227489318,118725.32434000091
E01008271,14.02016938876027,7.869424909975609,898.808263124077,1027201.1654200039
E01008272,14.092834882154936,7.936068770073545,393.57176756307297,41811.21105999864
E01008273,13.470583148189002,7.866047305093564,295.94486112596553,26157.045209997123
E01008274,13.630896737180908,7.817750391439101,356.43674357237796,38698.694479996186
E01008275,14.647819824694489,7.9110094769373145,1252.9951389894768,970662.673140005
E01008276,12.824400326885305,7.894949036038852,640.2005224775551,1575671.49165
E01008277,12.760738933316429,7.948273198393667,1509.8708040781426,413137.8268100054
E01008278,12.453284731734312,8.034034724151145,309.177922323184,520658.1888900106
E01008279,13.579158649510802,7.976534133027558,1145.7024289557153,109912.16933001057
E01008280,13.630025644970845,7.79928363528003,1967.861574418563,213418.38600000623
E01008281,17.838713637444233,7.51007409751617,1223.175933652082,278555.8431900237
E01008282,18.010553821785145,7.646429844955387,1126.0021329895035,345586.67829002196
E01008283,18.06574092507857,7.784337209881977,529.5482531723799,162589.7045200208
E01008284,18.046799206629245,7.709154886156344,1029.7848574991021,223981.92949002958
E01008285,18.318052628133323,7.4849625823484995,907.5649095795446,430527.9653300148
E01008286,17.07373218153342,7.58277826990659,522.9032470953093,153644.67002502855
E01008287,17.60072428797826,7.568700726737467,911.3209720071793,466686.69062860863
E01008288,16.09113583924562,7.339953352041154,2357.340673482055,416997.4566000074
E01008289,17.58658654526633,7.278152167441931,2852.5932726389433,395269.1472200047
E01008290,17.00137229522474,7.367442009042394,2809.818125389628,379256.9158125029
E01008291,17.68636886696939,7.337464321926145,4886.359387232601,429006.7055333319
E01008292,15.982175161440267,7.61770010915036,2760.780941746779,441198.66327501053
E01008293,15.279870305726032,7.896686380946218,1523.9960355713383,254937.5302300231
E01008294,14.859494795101176,7.92941533229491,2716.232017438946,308914.55897003616
E01008295,16.750920734064785,7.800035704097992,1686.17488242022,1204947.7119600414
E01008296,16.23785906161336,7.755238998383544,1134.296067013354,513214.83472501783
E01008297,16.843245394561123,7.756578828222348,1426.523001791241,1300618.84042004
E01008298,17.274270723378883,7.783005531145493,1222.1031662621413,298514.68937500985
E01008299,16.898302808820624,7.580430714905264,1297.5665745738856,419669.8342875243
E01008300,17.09435281663434,7.702790078175324,2424.2173297099735,1763859.571780044
E01008301,16.631698388480142,7.652128705853011,3480.149562424239,581557.2954785672
E01008302,17.72632826606795,7.480977299764294,4292.499341221279,500606.7309333294
E01008303,18.334216155055035,7.658589220078885,7672.810233167014,571086.952742839
E01008304,17.633670362537252,7.623682830329969,8070.004757523004,611860.5210356958
E01008305,17.314145554592645,7.552508207358199,6514.224801627841,627605.1998785576
E01008306,12.904900957151435,8.127103233272289,0.0,33934.98293333299
