lsoa,air_quality,house_price,job_accessibility,greenspace_accessibility
E01008162,19.236199299478432,7.778917247535849,4616.737069809635,419859.9834900081
E01008163,19.477849661964953,7.77102172282594,5715.68286719833,500706.94496667734
E01008164,18.54201382622937,7.429479889996131,3014.3696827078084,465797.3010600102
E01008165,18.425856662238818,7.6107274280295965,3786.464415964506,345752.20821999304
E01008166,19.404869365160778,7.7570072195658035,8513.439895237192,173323.30055000493
E01008167,20.165828405126657,7.763950929750459,4913.328137147195,377299.2624200161
E01008168,19.737363651024193,7.71447213098358,6360.143921449924,195206.2982000076
E01008169,20.304312429337507,7.645500490471714,3886.402889495267,541988.510470018
E01008170,20.04873710368435,7.4880951399324704,293.6006136310826,481272.0576250147
E01008171,20.04434006175465,7.62696941998685,-4457.251506940955,646483.3178100295
E01008172,17.3687984031389,7.817203458742465,1284.1515856867347,37074.1360083393
E01008173,15.763436582180995,7.782466016848346,793.945165762766,48201.520890011416
E01008174,15.131194103683994,7.860065703953111,1176.105336788944,80522.08924998473
E01008175,15.169288132822254,7.851661415411655,2067.998051932356,128589.63909998648
E01008176,16.91742277859117,7.808146585302981,436.2801501198509,47823.91315999422
E01008177,13.607423794121615,7.785997367505727,2684.43945047567,416578.6115499969
E01008178,13.834417565536464,7.788617902419706,2511.543877805164,584493.7105199978
E01008179,13.019163873002647,7.954172632268887,1693.8740987870253,167207.64393751565
E01008180,13.398310265635734,7.749714585328361,2191.331289767445,237524.45050000952
E01008181,13.7703062378007,7.918939419732841,819.961330648588,1634927.0259599793
E01008182,13.595855398101408,7.948808311274566,1552.038668303272,489986.13714165956
E01008183,12.317669826826002,7.947271106147724,184.79999999999995,52166.943639994635
E01008184,12.927784105451499,8.096781675703848,650.6,547109.0902499962
E01008185,13.00131069278224,7.970266499276759,743.0,559860.484319995
E01008186,12.55134284689436,7.702955005802783,1307.7399017869736,96937.98284998504
E01008187,12.237200251146524,7.830580910785485,1066.5570476157964,64139.34514999108
E01008188,12.72516096729387,7.99097071177809,348.8,1284485.4595900092
E01008189,15.196954076920568,7.642833210855303,1005.9619744363181,88268.17741999583
E01008190,15.196238127714674,7.756095668637569,930.434816473717,150343.79950999323
E01008191,14.736551608031261,7.831842676147705,919.4985874843268,132526.14570831988
E01008192,18.051531862844353,7.720602965579485,1750.7729953744013,224275.34850999355
E01008193,17.467478898152404,7.6801738458941164,2567.4909608881476,92058.31257499565
E01008194,16.71871316362208,7.62708411436343,1595.9055919889636,87953.33485999702
E01008195,12.205149506572452,7.929415347898234,952.8153907211305,57874.45995712727
E01008196,12.080229625741215,7.899498768803613,435.0,65989.20597857531
E01008197,12.663982409172833,7.8628845230683835,790.152708693498,125902.63056666205
E01008198,12.704941790820255,7.843427754391827,1046.300032278061,161813.85998000065
E01008199,12.812790477739261,7.875459151333445,1240.269594124224,165417.20899000028
E01008200,12.44012090328173,7.921320687500964,530.1994523967295,27284.08044000029
E01008201,16.834832999116415,7.328189391786941,6239.182185506931,694669.0571699783
E01008202,16.802194005231883,7.424142645126747,3435.2075439583805,516377.4509999729
E01008203,19.55603826377055,7.555366050458141,6648.834253761729,553394.8480250072
E01008204,17.757567604704793,7.513068360176871,3355.557222040669,656816.0359499931
E01008205,18.89693549533835,7.651663446095981,4999.957964357645,560414.8293900038
E01008206,16.144194439587057,7.733549391536569,1986.9577175522163,156978.71159999128
E01008207,14.743547243229198,7.734644703732586,1475.1085426455172,158887.68395998568
E01008208,15.938761364866664,7.631582564579774,2100.3284281176648,119503.86937498576
E01008209,18.28939698626016,7.700946606101553,2673.4980570275484,103029.33901426765
E01008210,18.640984614429314,7.442355321618568,2239.142037472023,200702.00647998028
E01008211,18.266454375775066,7.553972330435368,2493.875324609155,251228.86678331776
E01008212,16.89337031157485,7.433572844143658,2700.2028087866715,540618.5011249847
E01008213,16.900478761891343,7.44020615001502,2041.3874557578645,574407.8986200014
E01008214,18.13573998599903,7.6664832358521835,3470.688555895575,473620.31875001657
E01008215,16.76196011473867,7.492122356936154,2962.078507479647,518049.2129750053
E01008216,16.751744430615947,7.439317463458678,2204.7649261052393,563370.0512250104
E01008217,16.849143386737904,7.841144233199967,1586.8369839205898,270395.5284999909
E01008218,16.17783958512987,7.781275559022916,1234.7120643175494,496445.0226666631
E01008219,16.806260162222845,7.355362602882527,4636.682962914495,632033.9541299818
E01008220,16.535125484229034,7.237250101817373,4121.878004536066,765866.2032875028
E01008221,17.482664420097112,7.659485512336541,2954.212448542588,563341.7629749948
E01008222,15.48778263230624,7.889470128645643,2168.4674709639103,94422.3892999836
E01008223,15.240907132065997,7.798224272670709,2499.729432382528,90421.74250832353
E01008224,14.954617143860908,7.8112968245146766,965.911818326875,58111.68071665933
E01008225,14.553613433335856,7.717342389053872,997.0319732970371,186499.6172666553
E01008226,14.455224044607911,7.719358659204562,72.08481052724797,31327.577833336556
E01008227,15.704249974594779,7.568411852732308,895.7032037541516,637028.8872100195
E01008228,16.906379495608164,7.336709138244624,4772.430270091073,705325.9500749648
E01008229,16.743309357927636,7.331865004717828,820.5208258406146,863922.2272400238
E01008230,16.61723355631099,7.288445116651504,3864.798318532096,825207.8387249829
E01008231,17.41316406639769,7.4630972883104025,1163.6480638165413,680572.1289300356
E01008232,16.588084575154184,7.504799225742022,579.0984208312725,644590.5323400266
E01008233,16.444144553288243,7.524839924126181,457.27038787780276,720135.4270000095
E01008234,18.221104679903572,7.66046093631407,2893.8095874963874,241085.20713125012
E01008235,16.401749218131396,7.64681433861748,5098.902423645266,347263.9187299808
E01008236,16.926915946196875,7.623183745782293,7212.11977117028,515755.7329249869
E01008237,18.311258992260953,7.685343626340885,3437.536160639081,522861.86664000124
E01008238,17.99350978930232,7.548980089249305,2855.7151780381782,460066.72111999226
E01008239,18.87707385060803,7.684614692687707,4120.210515932823,479062.6071600153
E01008240,17.975223329144058,7.4852183957081,1456.3386918931067,554881.6084000424
E01008241,17.4251627393711,7.510565184849028,1301.606732576348,535179.2402333528
E01008242,17.392862970972534,7.3225850892116195,1257.998326729467,357501.287630025
E01008243,18.115109727414932,7.571088187194074,1264.6968004876733,699418.2751250096
E01008244,17.889534208212382,7.447450130791307,1168.579473001658,846505.911562511
E01008245,12.860323965704733,7.9703898128812245,1274.2713366191197,232365.96691000104
E01008246,12.84629030436667,7.84657394226322,1284.247316752853,194038.00826999822
E01008247,12.916518152644622,7.859921842087693,1210.5665956444602,171818.34916666592
E01008248,13.132855679524146,7.810834312146392,1249.5514149781452,42993.50137999795
E01008249,13.16893281781868,7.847564723427976,1540.7550956286652,370554.27679166367
E01008250,13.11865975546316,7.745502356460749,1112.1384845183766,319410.39088999806
E01008251,19.539881819441316,7.734193516837299,1472.300501551634,558338.5243071731
E01008252,19.924731226571,7.86084892906505,-1042.1119553344195,588036.3513416838
E01008253,19.663559950509832,7.586607136605205,-5898.036839455234,608986.8256333624
E01008254,18.935512461421183,7.565061258670776,-5677.421271775361,583654.6432500307
E01008255,18.39947204622315,7.637123111474747,-3496.594358319849,443428.84434169304
E01008256,16.020624761308067,7.801122538230867,1745.199988047131,237625.70291666104
E01008257,18.85149615329684,7.639371034970001,-3773.4235655926745,461607.84239168005
E01008258,19.898988067877585,7.646813078048301,2986.4065054980956,233664.36727221688
E01008259,18.197485572237724,7.685902256307814,-5060.370171446081,291362.2158416645
E01008260,18.33497352704194,7.711959893268023,106.81942006092376,217295.99606999304
E01008261,18.234502395890605,7.660257484743902,1723.196863977459,313017.2523499889
E01008262,15.618056892855089,7.565502203379481,2169.1929513688056,1937454.9437083083
E01008263,14.25201661206406,7.754251925554749,2193.7461193974314,1823409.3237699815
E01008264,14.90078192156866,7.654193509790522,2313.4259321125537,176364.47239999584
E01008265,15.823015299606888,7.581767978671823,2099.182744283041,987128.7305399927
E01008266,14.17715561491588,7.903937007327707,1976.0947740699498,689949.058449998
E01008267,14.577336170715194,7.8775702574522315,2056.2817434301146,190346.58258999442
E01008268,13.789575136986581,7.7743583978633755,1432.9303193552732,120713.34676999324
E01008269,13.97447425941569,7.93419821757706,702.2409702471123,117503.3040299995
E01008270,13.462729370341227,7.9253244669995,994.3699339545068,118725.32434000091
E01008271,14.144476145766447,7.932753224253355,887.7560325710268,1027201.1654200039
E01008272,14.272197043539702,7.891961911043518,384.5104530372263,41811.21105999864
E01008273,13.482386355123285,7.903905516462541,290.81863605185185,26157.045209997123
E01008274,13.694107409323845,7.889470562093221,351.79605495367565,38698.694479996186
E01008275,14.573751886022071,7.944638816657116,1251.5993362082393,970662.673140005
E01008276,12.681857841745733,7.876209213834428,673.642241409089,1575671.49165
E01008277,12.745972122902991,7.869388691769818,1572.6194927860865,413137.8268100054
E01008278,12.367051377979191,7.975399805031254,320.6900546048222,520658.1888900106
E01008279,13.594884592396678,7.929513503741248,1195.3296318371438,109912.16933001057
E01008280,13.6566491179926,7.8586468603823265,2011.3101613049694,213418.38600000623
E01008281,17.720293249421367,7.446105200107556,1200.928647745753,278555.8431900237
E01008282,17.883679669429416,7.573754197404317,1088.9474247352568,345586.67829002196
